10432739;W03-D-Hasselt-FH04;23997;1121094;10734418;5507622.0;W03-D-Hasselt-FH04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2;1;20190913;;;;;;;;;;;;;20200205;20200617
10432739;W03-D-Hasselt-FH04;23997;1121094;11132029;5507623.0;W03-D-Hasselt-FH04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2;1;20190913;;;;;;;;;;;;;20200205;20200617
10432739;W03-D-Hasselt-FH04;23997;1121094;11132030;5507624.0;W03-D-Hasselt-FH04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2;1;20190913;;;;;;;;;;;;;20200205;20200617
10432739;W03-D-Hasselt-FH04;23997;1121094;11132031;5507625.0;W03-D-Hasselt-FH04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2;1;20190913;;;;;;;;;;;;;20200205;20200617
10432739;W03-D-Hasselt-FH04;23997;1121141;1180918;;W03-D-Hasselt-FH04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;;;;;;;;;;;;;;20200205;20200617
10432739;W03-D-Hasselt-FH04;23997;1121142;1175760;;W03-D-Hasselt-FH04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;;;;;;;;;;;;;;20200215;20200517
10432739;W03-D-Hasselt-FH04;23997;1121144;11120998;;W03-D-Hasselt-FH04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;;;;;;;;;;;;;;20200205;20200617
10432739;W03-D-Hasselt-FH04;23997;1121145;1159938;;W03-D-Hasselt-FH04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0;0;;;;;;;;;;;;;;20200205;20200617
10432739;W03-D-Hasselt-FH04;23997;1130472;1155368;5507626.0;W03-D-Hasselt-FH04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;5;0;20190910;;;;;;;;;;;;;20200215;20200517
10432739;W03-D-Hasselt-FH04;23997;1130472;1155369;5507627.0;W03-D-Hasselt-FH04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;5;0;20190910;;;;;;;;;;;;;20200215;20200517
10432739;W03-D-Hasselt-FH04;23997;1130472;11121112;5507628.0;W03-D-Hasselt-FH04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;5;0;20190910;;;;;;;;;;;;;20200215;20200517
10432739;W03-D-Hasselt-FH04;23997;1130472;11121113;5507629.0;W03-D-Hasselt-FH04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;5;0;20190910;;;;;;;;;;;;;20200215;20200517
10432739;W03-D-Hasselt-FH04;23997;1130472;11121114;5507630.0;W03-D-Hasselt-FH04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;5;0;20190910;;;;;;;;;;;;;20200215;20200517
10432739;W03-D-Hasselt-FH04;23997;1130473;1154505;;W03-D-Hasselt-FH04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;;;;;;;;;;;;;;20200215;20200517
10432739;W03-D-Hasselt-FH04;23997;1280895;1161924;;W03-D-Hasselt-FH04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;;;;;;;;;;;;;;20200215;20200617
10432739;W03-D-Hasselt-FH04;23997;1309642;1158105;;W03-D-Hasselt-FH04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;;;;;;;;;;;;;;20200215;20200617
10432739;W03-D-Hasselt-FH04;23997;1309643;1162023;;W03-D-Hasselt-FH04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0;0;;;;;;;;;;;;;;20200215;20200617
10432739;W03-D-Hasselt-FH04;23997;1309644;1162058;;W03-D-Hasselt-FH04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;;;;;;;;;;;;;;20200215;20200617
10432739;W03-D-Hasselt-FH04;23997;1309645;11189446;;W03-D-Hasselt-FH04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;;;;;;;;;;;;;;20200215;20200617
10432739;W03-D-Hasselt-FH04;23997;1313109;1168531;;W03-D-Hasselt-FH04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;;;;;;;;;;;;;;20191203;20200506
