6833207;W03-D-Mechelen-FH01;19106;1276380;1583353;;W03-D-Mechelen-FH01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;;;;;;;;;;;;;;20200612;20201031
6833207;W03-D-Mechelen-FH01;19106;1283309;1586758;;W03-D-Mechelen-FH01;Wim Verheyen;Dobbelhuizen 52 bus 2;2800;Mechelen;485612058;wimverheyen12@hotmail.com;20200211;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;3;0;20200211;;;;;;;;;;;;;20200612;20201130
6833207;W03-D-Mechelen-FH01;19106;1283309;1586759;;W03-D-Mechelen-FH01;Wim Verheyen;Dobbelhuizen 52 bus 2;2800;Mechelen;485612058;wimverheyen12@hotmail.com;20200211;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;3;0;20200211;;;;;;;;;;;;;20200612;20201130
6833207;W03-D-Mechelen-FH01;19106;1283309;1586761;;W03-D-Mechelen-FH01;Wim Verheyen;Dobbelhuizen 52 bus 2;2800;Mechelen;485612058;wimverheyen12@hotmail.com;20200211;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;3;0;20200211;;;;;;;;;;;;;20200612;20201130
6833207;W03-D-Mechelen-FH01;19106;1283600;1594449;;W03-D-Mechelen-FH01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;7;0;20200306;;;;;;;;;;;;;20200615;20201031
6833207;W03-D-Mechelen-FH01;19106;1283600;1594450;;W03-D-Mechelen-FH01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;7;0;20200306;;;;;;;;;;;;;20200615;20201031
6833207;W03-D-Mechelen-FH01;19106;1283600;11091059;;W03-D-Mechelen-FH01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;7;0;20200306;;;;;;;;;;;;;20200615;20201031
6833207;W03-D-Mechelen-FH01;19106;1283600;11091060;;W03-D-Mechelen-FH01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;7;0;20200306;;;;;;;;;;;;;20200615;20201031
6833207;W03-D-Mechelen-FH01;19106;1283600;11091061;;W03-D-Mechelen-FH01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;7;0;20200306;;;;;;;;;;;;;20200615;20201031
6833207;W03-D-Mechelen-FH01;19106;1283600;11091062;;W03-D-Mechelen-FH01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;7;0;20200306;;;;;;;;;;;;;20200615;20201031
6833207;W03-D-Mechelen-FH01;19106;1283600;11091063;;W03-D-Mechelen-FH01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;7;0;20200306;;;;;;;;;;;;;20200615;20201031
6833207;W03-D-Mechelen-FH01;19106;1323394;11090648;;W03-D-Mechelen-FH01;Woonpunt Mechelen;Lijsterstraat 6;2800;Mechelen;15280930;Luc.Vanvaeck@Woonpuntmechelen.be;20191119;Luc.Vanvaeck;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;35;2;20191122;;;;;;;;;;;;;20200612;20200930
6833207;W03-D-Mechelen-FH01;19106;1323394;11090649;;W03-D-Mechelen-FH01;Woonpunt Mechelen;Lijsterstraat 6;2800;Mechelen;15280930;Luc.Vanvaeck@Woonpuntmechelen.be;20191119;Luc.Vanvaeck;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;35;2;20191122;;;;;;;;;;;;;20200612;20200930
